English Word,Part of Speech,Odia Translation
 ପାଣ୍ଡୁମ୍‌ ତା ରେତାନାଦ୍‌ , Transitive verb   , ଆଖି ଖୋଲିବା        
" କାଣ୍ଡକୁତେର୍ମ୍‌ ,କଣ୍ଡା ", Transitive verb   , ଛାରିବା           
 ପୀମା        , Intransitive verb , ଉନ୍ନତ ହୋଇଯିବା     
 ଉସୋମିନ୍ଦେ    , Transitive verb   , ପେଶାବ କରିବା       
 ନଅତା       , Intransitive verb , ସମୟ ଗୁଜାରାଇବା      
 ପାୟାଲ୍‌    , Verb              , ଘଣ୍ଟି ସଙ୍ଗରେ ଫେରିବା 
 ତେରି ଆନ୍ଦାନାଦ୍‌  , Intransitive verb , ମଳିବା            
 A କାନାଦ୍‌     , Transitive verb   , ଛିଲାଇବା          
 ORR  , Transitive verb   , ଛିଲାଇବା          
" QA ଶ୍‌ ପା ,ଟୋଟି ଓମ୍‌,ପୁଛା ", Transitive verb   , ଝଳିବା            
 ମାଡ଼କି      , Intransitive verb , ଖେଳିବା           
 ଉଡ଼ା ବାୟ୍‌ ପାନାଦ୍‌ , Verb              , ଛେଦ କରିବା         
 କଟାନାଦ୍‌    , Transitive verb   , ଖରିଦାରୀଙ୍କୁ କଟୁଆ କରିବା 
 କିଚ଼ାନାଦ୍‌   , Transitive verb   , କଲମ ଦ୍ୱାରା କଟାଇବା 
 AlGe  , Transitive verb   , ତାଲା କଟାଇବା       
 ଓଟାନାଦ୍‌    , Intransitive verb , ଖେଳିବା           
 ସାନାଦ୍‌     , Intransitive verb , ଖେତ ଚଲାଇବା       
 ଉଡ଼ଦାନାଦ୍‌  , Transitive verb   , ତରକାରୀ ଉଠାଇବା     
 ପୁଙ୍ଗାକୟତାନାଦ୍‌ , Transitive verb   , ପୁଣ୍ଯ ମାଡ଼ାଇବା    
" ଉଶ୍‌ ଶା,ଉଛାନାଦ୍‌,ମୁଦୁମ୍‌ ଉସ୍‌ ତା ପେର୍କେ ଞେଡ଼ସାନାଦ୍‌ ", Transitive verb   , ପାଣି ଢୁଲାଇବା   
 quarrel , Intransitive verb ," ଏରପଇସାନାଦ୍‌, ପତାନାଦ୍‌ "
 raise , Transitive verb ," କିୟାନାଦ୍‌, ତେତାନାଦ୍‌ "
 rear the fowl , Verb , କୋର୍କ୍‌ 
" receive, catch ", Transitive verb , ପର୍ପାନାଦ୍‌ 
" remove shoes, clothes etc. ", Transitive verb ," ଏନ୍ତାନାଦ୍‌, ପୟ୍‌ ତାନାଦ୍‌ "
" return, turn back ", Intransitive verb ," କୁସ୍‌ ପା, ମାଲ୍‌ ସ୍‌ "
 ring bell , Transitive verb ," ଏାଦାନାଦ୍‌, ସେନ୍‌ "
 rise from sleep , Verb ," ସାନାଦ୍‌, ଭଞ୍ଜ "
 rise high up , Verb ," କାଡ଼ତ୍‌ GE, ନୁଞ୍ା ତେଦାନାଦ୍‌, ନାର୍ଗେ AG "
 roast , Transitive verb , ତାର୍ରାନାଦ୍‌ 
 rot , Intransitive verb ," ପଡ଼ସାନାଦ୍‌, କାଡ଼ିଇତା "
 run , Intransitive verb , ମିରାନାଦ୍‌ 
 scold , Transitive verb ," ମାୟ୍‌ ତ୍ତାନାଦ୍‌, ତେନ୍‌ ଶ୍‌ କାନାଦ୍‌ "
 search , Transitive verb , ମେକାନାଦ୍‌ 
 see , Transitive verb , ଉଡ଼ାନାଦ୍‌ 
 see so_ beautiful sky , Adjective , ଉଡ଼ାନୁକ୍‌ ଗାଟି ସକ୍‌ ମାନ୍ଦାନ୍‌ ମାବ୍‌ 
 sell , Transitive verb ," ଓାମାନାଦ୍‌, ଆମ୍ମାନାଦ୍‌ "
 send , Numeral ," ରୋତାନାଦ୍‌, ଲୋତା ନାଦ୍‌ "
 serve food , Transitive verb , ତେନ୍‌ କାନାଦ୍‌ 
 verb , Noun , କ୍ରିୟା 
 ତୂସି , Verb , ତୁଷି 
 ସାର୍‌ ଦି , Verb , ସାରା ଦେଉ 
 ଇଉଭୋର୍‌ , Noun , ଇଉଭୋର୍‌ 
 ଦୋଡ଼ା , Noun , ଦୌଡ଼ 
 GIS , Noun , ଜିଆସ 
 ଭଦାନାଦ୍‌ , Verb , ଭେଦାନା 
 to shave , Transitive Verb , କଟିବା 
 କରିୟାନାଦ୍‌ , Verb , କରିବା 
 to shift , Verb , ସ୍ଥାନ ପରିବର୍ତ୍ତନ କରିବା 
 AGR ତୁଙ୍ଗାନାଦ୍‌ , Verb , ତୁଙ୍ଗା ହୋଇଯାଇବା 
 to show , Transitive Verb , ଦେଖାଇବା 
 ତୋପିଷାନାଦ୍‌ , Verb , ଦେଖାଇବା 
 to shower , Transitive Verb , ସ୍ୱଚ୍ଛ କରାଇବା 
 IG ଓନା ଓଦାନାଦ୍‌ , Verb , ଆନାଲେ କାହିଁ ଦେଖାଇବା 
 to sift , Transitive Verb , ଛାନିବା 
 ଏତ୍‌ ତେ ନେମାନାଦ୍‌ , Verb , ନେମାଇବା 
 ଜାଲଡ଼ତେ କାତାନାଦ୍‌ , Verb , ଜାଳିବା 
 to sing , Transitive Verb , ଗୀତ ଗାଇବା 
 — , — , — 
 to sit , Intransitive Verb , ବସିବା 
 to sleep , Intransitive Verb , ଘୁମିବା 
 ଉନ୍‌ ଜାନାଦ୍‌ , Verb , ଗୋବର ଲଗାଇବା 
 solution , Transitive Verb , ସୋଲ୍ୟୁସନ 
 QAIGI ତାନାଦ୍‌ , Verb , ହସିବା 
 କାୱ୍‌ ତାନାଦ୍‌ , Transitive Verb , ଧୂମାଙ୍କି ପିଇବା 
 to smoke , Transitive Verb , ଧୂମ କରିବା 
" ଉନ୍‌, ସୁଟା ", Noun , ଧୂମ 
 ଉଣ୍ଡାନାଦ୍‌ , Intransitive Verb , ଛିକିବା 
 bridge , Noun , ସେତୁ 
 ତୁମ୍‌ ମାନାଦ୍‌ , Intransitive Verb , ତୁମ୍ ତୁମ୍ କରିବା 
 to soak , Transitive Verb , ହେଲେଇବା 
 ନା ଆତାନାଦ୍‌ , Verb , ଆଠି ଦିବା 
 ଓ ତାନାଦ୍‌ , Transitive Verb , ସେମାନଙ୍କ ବିତରଣ କରିବା 
 to speak , Transitive Verb , କଥା ବୋଲିବା 
 ତ୍ରିୟାନାଦ୍‌ , Verb , କଥା ବୋଲିବା 
 to spill water , Transitive Verb , ପାଣି ଛଲାଇବା 
 ତଢାନାଦ୍‌ NAA , Verb , ପିଆ ଛଲାଇବା 
 ଇସାନାଦ୍‌ , Intransitive Verb , ଥୁଣ୍ଠୁ ଫୋଡ଼ିବା 
 ଉଛାନାଦ୍‌ , Intransitive Verb , ଛିଟକାଇବା 
 to sprain , Intransitive Verb , ଶିଥିଲ ହୋଇଯାଇବା 
 to spread , Transitive verb , ଜି 
" to spread the bed sheet,mat ", Transitive verb , ସାମ୍ମା ତାରା 
 to sprinkle water , Transitive verb , AM କ୍ରିଶାନାଦ୍‌ 
 to sprout , Intransitive verb , AQ କି ମଦୃତାନାଦ୍‌ 
 to stand , Intransitive verb , OR ତାନାଦ୍‌ 
 to stop , Intransitive verb ," UlFl,AlFIGle "
 to strike off the name , Verb , ପେଦେର୍‌ SA ତାନାଦ୍‌ 
 to sweep , Transitive verb , ଏୟ୍‌ ତାନାଦ୍‌ 
 to swell , Transitive verb , ତୟ୍‌ ତାନାଦ୍‌ 
 to swim , Intransitive verb , ME ତାନାଦ୍‌ 
 to swing acradle , Transitive verb ," ଉଶି ୟିମ୍‌,ଉଙ୍ଗା,ଉମ୍‌ "
" to take ,to buy ", Transitive verb ," ତୀସାନାଦ୍‌,ଆସ୍‌ ASI "
 to take away , Transitive verb , O12 ଡୋଦାନାଦ୍‌ 
 to teach , Transitive verb ," ନେର୍‌ ସାନାଦ୍‌,ଅଲସାନାଦ୍‌ "
 to tell , Verb , କେଲା 
 to them , Pronoun ," AG, AA "
 to thresh , Transitive verb , ae ଜି ୱଚାନାଦ୍‌ 
 to throw , Transitive verb ," ଏଚାନାଦ୍‌, ଏଶ୍‌ ଶିପାଦେଙ୍ଗାନାଦ୍‌ "
 to tie , Transitive verb , ତତାନାଦ୍‌ 
 to tight , Intransitive verb , ଗୀରା ନାଦ୍‌ 
 to touch , Transitive verb , କେଟାନାଦ୍‌ 
 to transplant , Transitive verb , ଭର୍ସକାନାଦ୍‌ 
 to turn , Intransitive verb , ଉଡି ଉଡି 
 to bundle , Transitive verb , ଲେତାନାଦ୍‌ 
 to uproot a tree , Transitive verb , ମାରା କୂଡି 
 AAAS! , Pronoun , ମୋର 
 to wake up , Intransitive verb , ତେଦା 
 to walk , Transitive verb , ନାଡ୍‌ 
 to call , Transitive verb ," ଦାନାଦ୍‌, ଦାକାନାଦ୍‌ "
 to roam around , Intransitive verb , ଉଡାନାଦ୍‌ 
 to wash clothes , Transitive verb , ଉକାନାଦ୍‌ 
 to wash face , Transitive verb ," ଉନ୍‌ଶ୍ ପାନାଦ୍‌, ଭର୍‌ମ୍‌, ମକମ୍‌ ଆକ୍ଷମ୍‌ "
 to clean vessels , Transitive verb , ନଦାନାଦ୍‌ 
 to wear , Transitive verb ," କେମ୍ମ୍‌, ଗୁଡ଼ା କେର୍ତାନାଦ୍‌ "
 to weave , Intransitive verb , ଆଲାନାଙ୍‌ 
 to wed , Noun , କାୟ୍‌ ଆକ୍ଷମ୍‌ କାଲ୍‌ ପାନାଦ୍‌ 
 to wet , Transitive verb ," ନାନ୍ଦାନାଦ୍‌, ନାତାନାଦ୍‌ "
 to win , Transitive verb ," ଗେଲ୍‌ ସାନାଦ୍‌, ଜୀଡ଼ାନାଦ୍‌ "
 to winnow , Transitive verb , ଏସାନାଦ୍‌ 
 to wipe , Transitive verb ," ଉନ୍‌ଶ୍ ପିତ୍ତାନ୍‌, ଭମାନାଦ୍‌ "
 to write , Transitive verb , ରାସାନାଦ୍‌ 
 to make set fire , Transitive verb , ପାନାଦ୍‌ 
" toast, parch ", Verb , ପେଣ୍ଟ୍‌ କ୍‌ ଓାତାନାଦ୍‌ 
 tobacco , Noun , ବୀଡ଼ି Qe Ag 
 tobacco plant , Noun ," ପଗୁ ଏଟୁ, ଫଗ କାରା "
 to-day , Noun , ନେଣ୍ଡ 
 toddy , Noun , କାଲୁ 
 toddy tree , Noun ," ଗାର୍ବାମ୍‌ ମାଡ଼ା,ତାଢ଼ି ମାରା "
 toe ring of women , Noun , ମାଟି 
" toe, nail ", Noun ," କାଲ୍‌ ଦ୍‌ CERI IC &% ,ଗୋର୍‌ "
 together , Adjective , GRA JSIFIQ 
 toilet , Noun , ପେଲାନ୍‌ ଗାଦ୍‌ 1010 
 tolerate , Adjective , 9A ପାଲ୍‌ ତେ କଟ୍ଟ ମାନ୍ଦାନାଦ୍‌ 
" tomato, brinjal ", Noun ," ଓାଙ୍ଗା କାୟା, ଆପା, ଟାମାଟି "
" tomb, grave ", Noun , @Q କ୍‌ 
 tomorrow , Noun ," ନାଡୁ, ନାଡ଼ା "
 tongs , Noun , AA ସି ତୀସାନାଦ୍‌ 
 tongue , Noun , ନାଲ୍‌ କି 
 to-night , Adverb , 69 ନାର୍କ୍‌ କା 
 tonsils , Noun ," AGG ବିଲା,ବୁଗ୍‌ ଗା CQ ଭା "
 too , Adverb ," AG GU, GIG, Qe ମାଲ୍‌ ଲା "
 too hot , Adjective ," AIG କାଶ୍‌ ତ୍୍‌,ଞେତ୍‌ "
 tooth , Noun , ପାଲୁ-ପାଲ୍‌ କ୍‌ 
 tooth brush , Noun ," ପାଲ୍‌ କାର୍‌ ପୁଲାମ୍‌, GAA AIM କାର୍‌ "
 toothless mouth , Adjective , MQ 
 ଞ୍ଚ ପାୱୂର୍‌ , Noun , କିର୍ଷୋ AQUA 
 tooth pain , Noun , ପାଲ୍‌ କୁ 
" tooth stick, brush ", Noun , ପାଲକାର୍‌ ପୁଲ୍ଲା 
 top , Adjective , AB 
 top of the mountain , Noun , ମେଟ୍ଟାତ୍‌ ପରା-ଜୂଟୁ 
 torrent , Noun , ତୋଲ୍‌ କ୍‌ 
 tortoise , Noun ," NIEIM, GO "
" torture, anguish ", Noun ," କାଷ୍ଠାମ୍‌, ତିପ୍‌ ପାଲ୍‌ "
 to split , Verb , ବାଦାପାତାନାଦ୍‌ 
 total up , Adjective , q@4 ପା 
 touch , Noun ," କେଟାନାଦ୍‌, ଇଟାନାଦ୍‌ "
 touch me not , Noun ," ଇଟ୍‌ କିନ୍‌, କେଟ୍‌ କିନ୍‌ ଜାମ୍‌ ନି, ଆଣ୍‌ କି ଆନ୍ଦାନ୍‌ ଏଟୁ "
 towards , Adposition , ଆ ପାକ୍‌ କା 
 towel , Noun ," ତାଲା ଗୁଡ଼ା, ତୁୱାଲ୍‌ "
" town, city ", Noun , ଗାଡ଼ିୟ୍‌ 
" trachea, wind pipe ", Noun , 6@1Q କି ଆଙ୍ଗିଡ଼୍‌ 
 trader , Noun ," ଲାବାମ୍‌ ସେଙ୍କେ ଆମ୍‌ ମାନୋନ୍‌, GIF ମାନୋନ୍‌ "
 tradition , Noun , ମୁନ୍ନେଟର୍‌ ନିୟାମ୍‌ 
 traditional , Adjective , ମୁନ୍‌ ନେଟ୍‌ କାଲାମ୍‌ ନୁଞ୍ଜା AIS ନିୟାମ୍‌ 
 tramp of feet , Noun , †‰/. ଟିପ୍‌ ଟାପ୍‌ GER ତିତୋର୍‌ 
 transformation , Noun ," 6G କାମ୍‌ ମାରି, ମାଲ୍‌ A ତା ଜୀୱାମ୍‌ "
 translate , Noun , 68Q ଗଟି ତେ ମାଲ୍‌ ସି କେତାନାଦ୍‌ 
 transplant , Verb , AIG ଉର୍‌ ଶ୍‌ 
 କାନାଦ୍‌ , Noun , ପାଲା 
 transplant seedling , Noun , ପାଲା 
" GIGI, Pla ", - , - 
 transplantation , Verb , ନାରା 
 ନାରା , - , - 
 ଆଟିତଣ୍ତ , Noun , ଇର୍ଗାନାଦ୍‌ ଆର୍ତ ତା 
 trapped , Noun , ଇର୍ଗାନାଦ୍‌ ଆର୍ତ ତା 
 travel , Noun , ଆଦାନ୍‌ GIGI 
 traveller , Noun , ଆଦାନ୍‌ GIGI 
 ଉଡ଼ାନାଙକ୍‌ ଞେଲ୍‌ , Noun , ତାନୋର୍‌ 
 treading , Verb , UG ଗାନାଦ୍‌ 
 tree , Noun , ମାଡା 
 trees —— , Noun , ମାଡ଼ାକ୍‌ 
 tree-to bear fruit , Intransitive verb ," ଆଦ୍‌,ଆଦୁ ପାଣି ଆଦିତ୍‌ "
 tremble , Transitive verb , QHAGIAIR 
 trials , Noun , ତିପ୍‌ ପାଲ୍‌ 
 triangle , Noun , ମୁଣ୍ତ ପାକା 
 tribal doctor , Noun ," ଶିରା, ଏଁଡ଼ଡେର୍‌ "
 trick , Verb ," ତାନ୍ଦ୍ରାମ୍‌,ବୁସା,ବଲିସାନ ଦ୍‌ "
 trickle , Verb , ଜୋଡ଼୍‌ ଗି ଆତ୍‌ 
 trim ୮୮୮. , - , ବାଡ଼ସିତେଏକ୍‌ କାନାଦ୍‌ 
 triumphantly , Adverb ," ଗେଲ୍‌ ଶ୍‌ ତା,ଜୀଡ଼୍‌ ତା "
 trouble , Noun ," ସିକ୍‌ କାକ୍‌, ବାଦାକୁ "
 troublesome , Adjective , 48 @4 ଆଦାନାଦ୍‌ 
 trousers , Noun , ଲାଙ୍କ 
 trout(a large variety of fish) , Noun , ଓାଡତ଼ୂକୀକେ 
 true , Noun ," ସାରି,ନିଜାମ୍‌ "
 trumpet sounding  , Verb           , କୋମ୍‌             
 airplane  , Noun           , ଉଦାନାଦ୍‌           
 trunk of elephant , Noun           , ସଣ୍ଡେମ୍‌           
 trunk of tree , Noun           , ମାଡ଼ାତ୍‌ ମଦ୍‌       
 truth , Noun           , ନିଜାମ୍‌            
 try , Verb           , ତାନାଲାଡାନାଦ୍‌        
" tub ,cistern ", Noun           , ଗାବ୍‌             
 tuberculosis , Noun           ," ଟିବି, ନାର୍ଗା ଡାକ୍‌ "
 ear , Noun           , କାନାଦ୍‌            
 Tuesday , Noun           , ମାଙ୍ଗାଲ୍‌ ଏାରାମ୍‌       
 tumbler , Noun           ," ସେମୁ, ଗିଲାସ୍‌        "
 tumour , Noun           , qd                
 turban , Noun           , ତାଲାତା ଉଭାନ୍‌ କୁଡ଼ା   
 turmeric , Noun           ," ପାଶ୍‌ ପୁ,କାମ୍‌ କେ-   "
 turn a think over , Verb           , ନେଭାନାଙ୍କ         
 turn about , Verb           , ମୋକମ୍‌ ପେର୍କେ        
 turn against , Verb           ," କୋପାମ୍‌ ,ଆଲ୍‌      "
 turn down , Verb           ," ମାଲ୍‌ ଦାନାଦ୍‌,ମାରିସାନାଦ୍‌ "
 turn into , Verb           , ଜୀୱମ୍‌ ମାଲ୍‌       
" AIM, AAAI, AI ", Noun           , ବାଦାଲାନାଦ୍‌       
 turn off , Verb           , ଇଷ୍ଟାମ୍‌ ଇଲ୍‌ ଏକେ 
 turn against , Verb           ," ମାଲ୍‌ ଅଣ୍ଡୋୟ୍‌ AISA ତା ଆଲ୍‌ ପ୍‌ ଞଟାନାଦ୍‌,ସାଟ୍‌ କେ "
 turn over , Transitive verb , କାପ୍‌ ମୁରୁଙ୍ଗିସ୍‌ ତଣ୍ଟକାପ୍‌ ମୁକ୍‌ ତାନାଦ୍‌ 
 turn screw , Noun           ," IQ ଭମ୍‌,ଗିର୍‌     "
 turn up , Verb           , ସାଟ୍‌ କେ             
 ରାଲାନ , Adverb , ଆଦ୍‌ 
 after wards , Adverb , ପାୟା 
 afternoon , Noun , ମାଦ୍‌ ନାମ୍‌ 
 again , Connective , ମେଣ୍ଡେ 
 Adverb , N/A , ମେଣ୍ଡୋନ୍‌ ଦାମ୍‌ 
 against , Adposition , ୱରୋଦାମ୍‌ ତେ 
 agreement , Noun , ରାଜି ଆଦାନାଙ୍କ୍‌ ମାଟା 
 ague , Noun , G18 କାନ୍‌ NIG କ୍‌ 
 ah pain , Interjection , ଓ ୟାୟ 
 ahead , Adverb , ମୁନରେ 
 aim , Noun , YQ AA ସି AGA ମାଡ଼ାନାଦ୍‌ 
 air force , Noun , ମାବିନ୍‌ ସୟ୍‌ ନୁର୍କ 
 818010 , Interjection , ଆଲେ 
 alcoholic , Adjective , ଓଶ୍‌ 
 alert , Adjective , BOR 
 alive , Noun , ବାତ୍‌ GIGI 
 all , Adjective , EEG ଆନ୍ଦର୍‌<br>Noun. ସାରେ 
 all hail , Interjection , ମେଲ୍‌ ତା ଆୟି 
 all in all , Adjective , AIGA 
 all right , Adjective , ସାରି ସାୟା ଆତ୍‌ 
 all that , Noun , ସାରେ 
 allopathy , Noun , ଡାକ୍‌ ଟାର୍‌ ମାତ୍‌ ତିନ୍ଦାନାଦ୍‌ 
 allotment , Noun , ବାଗାମ୍‌ ସାର୍ଦୀଦାନାଦ୍‌ 
 almirah , Noun ," ଆଲ୍‌ ମିରା, ବିରୋ "
 almond , Noun , ବାଦାମ୍‌ ସେଲେଙ୍ଗା 
 almost , Adverb , ବେଚୋଟ୍‌ ସୁମାରେ ଆଦାନାଦ୍‌ 
 aloe , Noun , ପାଦ୍‌ କୟ୍‌ ୟେ 
 aloft , Adverb , ag 
 along with me , Adverb , ନା ତୋଡେ 
 already , Adverb , AER ମୁନ୍ନେ 
 also , Coordinating connective , ମାଲା 
 altar , Verb , ବୀଡ଼ା 
 alter , Noun ," HIE ବୀଡ଼ା, ଗୁଡ଼ଇୟ୍‌ "
 ଦା ମୁନ୍‌ ନେ ମାନ୍ଦାନ୍‌ ASA , Verb , ମାରିସାନାଦ୍‌ 
 alternately , Adverb , ଅଣ୍ଡୋୟ୍‌ GE ମେଣ୍ଡେ ଅଣ୍ଡୋୟ୍‌ 
 although , Connective , ମାତକେ ବା 
 always , Adverb , AIGA ସାମାୟାମ୍‌ 
 ambassador , Noun , ରାଜାନ୍‌ କାବୂର୍‌ ମୋସାନୋଣ୍ଟ 
 ambiguously , Adverb , GIG ତେ 
 ambition , Noun , ନାର୍ଗେ ଇଷ୍ଟାମ୍‌ ମାଡ଼ାନାଦ୍‌ 
 ambush , Verb , A&% AQ ଭାନାଦ୍‌ 
 amen , Interjection , ଆଲେ ଆଦାଞୱାଲ୍‌ 
 amiable , Verb , କୋରାନାଦ୍‌ 
 amicable , Verb , QR କାମ୍‌ ଭଦାନୋର୍‌ 
 among , Preposition , ଲପେ 
 amongst , Preposition , ନାଡ଼ ମେ 
 ample , Noun , #1641 
 an auspicious day , Noun , ମେଲ୍‌ ତା ରୋଜ୍‌ 
 anaemia , Noun , ନେଉର୍‌ MM Gl ରୋଗାମ୍‌ 
 analysis , Noun , ସାୟା ଉଡ଼ାନାଦ୍‌ 
 ancestors , Noun , UlGleMmla 
 ancestral property , Adjective , ମୁନ୍‌ ନେଟୋର୍‌ ବୁମ୍‌ 
 ancient age , Adjective , ERE କାଲାମ୍‌ 
 and , Connective , ଏବଂ 
 angel , Noun , ଦୁତ 
 angels , Noun ," ଦୁଏ ଦୁତ୍‌, କାବୁର୍‌ ତୋର୍‌ "
 ankle , Noun , ଆଙ୍ଗୁଠି 
 anklet , Noun , ପାଦ ହାଟ 
 annoying , Verb , ବେଦାଉନା 
 anoint , Verb , ଚିନ୍ତା 
 answer , Noun , ଜବାବ 
 answering , Verb , ଜବାବ ଦେଇବା 
 ant , Noun , ପିପିଳି 
 ant eater , Noun , ପିପିଳେ ଖାଦେଇ 
 ant hill , Noun , ପିପିଳି ପଟ 
 antelope , Noun , ଜାନୁ ମୃଗ 
 anterior , Adjective , ଅଗ୍ରଭାଗିକ 
 anthill , Noun , ପିପିଳି ପଟ 
 anti Christ , Noun , ପରିଶୁଦ୍ଧ ନାଶକ 
 anticipate , Noun , ପୂର୍ବାଭାସ 
 anus , Noun , ଗୁଦ 
 anxiety , Noun , ଉଦ୍ବେଗ 
 any how , Adverb , ଯଥାକାର 
 anyone , Pronoun , କୌଣସି 
 anyway , Adverb , ଯଥାପିଂଠି 
 turn upon , Verb ," ଆସମିନ୍ଦେ, ଜାର୍ଗାନାଦ୍‌ "
 ସାଟ୍‌ କେ , N/A , N/A 
 ରେତାନାଦ୍‌ , N/A , AIS ସାନାଦ୍‌ 
 turing , Verb , ଟ୍ୟୁର୍ନିଂ 
 ଏରି ଆନ୍ଦାନାଦ୍‌ , Verb , ଚକିତେ ଏଡ଼ିପଡ଼ନ୍ତୁ 
 tusk , Noun , ଉଡ଼ା 
 tut , Interjection , ତୁ 
 tutor , Noun , ଟ୍ୟୁଟର 
 twelve , Noun , ପାଦିରେଣ୍ଡୁ 
 twenty , Numeral , ବିଶ 
 twenty five , Numeral , ପଚାଶ 
 ugly , Adjective ," କାସିମାଲାମ୍‌, ଆଡ଼କୋଲ୍‌ "
 ulcer , Noun ," ଡକାତା ପୁଣ୍ଡୁ ମିନ୍ଦେ, ଘା, AIGA ୱସ୍‌ ତା "
 ultimately , Adverb ," ଆସେ ଆସେ, CIGAR ଦାଙ୍କ୍‌ "
 umbrella , Noun ," ଛାତା, କତୁକ୍‌, ଏରେକ୍‌ "
 unbutton the shirt , Verb , କୁସାମ୍‌ 
 ତୀସାନାଦ୍‌ , N/A , N/A 
 unconscious , Adjective ," ଚିମ୍‌ କ୍‌, ଆଦାନାଦ୍‌ "
" uninterested,bored ", Adjective , ମଣ୍ଡ ପେତ୍‌ 
 unanimously , Adverb , ଅର୍ରୋଟ୍‌ 
 ki                  , Noun             , କୀ                     
 twenty four         , Numeral          , ଚବିଶ                   
 kōḍēṅk eyṅk        , Numeral          , ଉନନବିଂଶ                
 twenty one          , Numeral          , ଏକବିଂଶ                 
 kōḍēk              , Noun             , ଗଛେ                   
 ADL                 , Noun             , ତ୍ରେଶ                   
 twenty three        , Numeral          , ତ୍ରିଶ                   
 ae                  , Noun             , ତ୍ରାଇ                 
 twenty two          , Numeral          , ବାଇସିଶ                 
 6AY twice           , Numeral          , ଅଷ୍ଟାନ୍ତ                 
 ୦୮୮. ରେଣ୍ଡି ଚୁଟ୍‌ କ୍‌ , Phrase           , ଏକ ପାଇ ଆଠ                
 twig                , Noun             , ଶାଖା                 
 AGM kōḍēk mã        , Noun             ," ଜୋଡ଼ା ଭାଇ, ଜୋଡ଼ା ବହି, ଜେମିତି ଭାଇ, ଜେମିତି ବହି "
" AIG AA, SIG ER      ", Noun             ," ଜୋଡ଼ା ଭାଇ, ଜୋଡ଼ା ବହି     "
 twist aear          , Verb             , ମୋଡିବା                  
 AIGA GAT 6S         , Phrase           , ଜୋଡ଼ା ଭାଇ ଓ ବହି ଏକସଙ୍ଗେ 
 unbind the rope     , Verb             , ଗୋଡ଼ାର ହାତ ଖୋଲିବା           
 tāḍhum̐ dētānād    , Phrase           , ତାଡୁମ୍ ଦିଅ ନାହିଁ              
 uncle               , Noun             , ମାମୁ                   
 ?/6///.             , Noun             , ମାମୁ                   
 unclean cloth       , Adjective        , ଦୂଷିତ ବସ୍ତ୍ର             
 gall a              , Noun             , ବ୍ୟଞ୍ଜନ                 
 uncooked rice       , Adjective        , ଅପରିପକ୍ବ ଚାଉଳ            
 under ground        , Adjective        , ଅଧଃଭୂମିରେ                
 UIPIMIQ ASA         , Adjective        , ଅଧଃଭୂମିରେ                
" under,low           ", Preposition      , ଅଧଃଭୂମିରେ                
 iṛapā āndānād      , Phrase           , ନିଛିନ୍ନତାରେ               
 understand          , Adverb           , ବୁଝିବା                  
 puñjā mindin        , Verb             , ବୋଝିବା                  
 āsaminde            , Verb             , ବୋଝିବା                  
 understand the meaning , Verb        , ଅର୍ଥ ବୋଝିବା               
 lāṅgā              , Noun             , ଅନ୍ତର୍ବାସ              
 undoubtedly        , Adverb           , ନିସ୍ଚିତତ୍ବରେ               
 dāṇṭ                , Noun             , ନଖରେ ଜଳିଥିବା ଗଂଠି          
 twisted thread        , Noun               , ଜୋପ୍‌ ପା            
                       ,                    , ମୁରୁମ୍‌ ଜାମିଲି ଏାଟାନାଦ୍‌  
 twisting              , Noun               , ପିନୁରୁଞାଟାନାଦ୍‌      
                       ,                    , ପିରି ଓାଟାନାଦ୍‌         
 two                   , Numeral            , ରୋଣୁ                
 two rupee note        , Noun               , ରେଣୁ ରୂପିନ ନଟ୍‌    
 two-2                 , Adjective          , BAY                  
 two-females-males     , Noun               , ଇର୍ଚୁର              
                       ,                    , ଇର୍ଚିର୍‌            
 typhoid               , Noun               , ଆଣ୍ଠୁ କୋରେ IE କ୍‌  
                       ,                    , ଓାଦାନାଦ୍‌          
 typhoon               , Noun               , ତୁପ୍‌ ପାମ୍‌ ଗାଲ୍‌ 
 unemployed            , Noun               , ପାଢ଼ିୟ୍‌            
                       ,                    , ଇଲୁକଟେ ଓାଟିଦେ ମାନ୍ଦାନାଦ୍‌ 
" 1011680୦୦୮୦୦୯17/,8୦୦10୦1117/ ", Adverb            ," 6am MSS, ଆଶ୍‌ କେ ଆଶ୍‌ କେ "
 unfair                , Adjective          , ନେରାମ୍‌ ତେ         
 unfamiliar            , Adjective          , YQ ଇଲ୍‌ ଓ ନାରୂର୍‌     
 unfit                 , Adjective          ," @QQ, AAI ମାନ୍ନୋ     "
" unfitting,un-joint    ", Adjective          , 1 ଆଉଭା              
                       ,                    , ଏରୀ ଆତା            
 unformed              , Adjective          , ଇଦିଲ୍‌ ତା          
 unfriendly            , Adverb             , ସାୟା ପୁନ୍ଦିଲ୍ଵାନ୍‌   
 unfurl the flag       , Verb               , ଜେଣ୍ଡା ଲେତାନାଦ୍‌    
 ungodly man           , Verb               , ଆମ୍ବତ୍‌             
                       ,                    , ଟିକ୍‌ ରାମ୍‌ ତୁଙ୍ଗାନାଦ୍‌ 
 unhealthy , Noun ," ରୋଗାମ୍‌, ଦୁକ୍‌ କାମ୍‌ "
 uniformity , Noun ," AIAG , ଅରୋଟ୍‌ "
