English Word,Part of Speech,Odia Translation
" lust, longing for eat ", Noun        , ମିଙ୍ଗ୍‌         
 ତା ମିଙ୍ଗ୍‌ ତା ତାଗଲ ମିନ୍ଦେ , Noun , -            
 lustre            , Noun            ," ଷେଶ୍‌ ,ଞେନ୍ତେଲ୍‌ "
 ତୋପାନାଦ୍‌        , Noun            , -                
 ଓାଟାନାଦ୍‌        , Noun            , -                
 malaria           , Noun            , ମାଲେରିୟା ନୁଲ୍ଲେନ୍‌ 
 ଏଡ଼୍‌ କ୍‌        , Noun            , -                
 male child        , Noun            ," ସେଲୋଲ୍୍‌, ପିକି  "
 male of sheep     , Noun            , ପୋତ୍‌             
" male, man ", Noun ," ମାନେ, ମାଣୁଷୁଣ୍ "
 males , Noun , ପୋତ୍ 
 malnutrition , Noun ," କାମା, ସାତ୍‌ ଓମ୍ "
 management , Noun , ସାର୍ରେ ପାଡ଼ିୟ୍ 
 mango bird , Noun , ଆଶ୍‌ ପିଟେ 
 mango festival , Noun , ମାର୍କା 
 mango tree , Noun , ମାର୍କା ମାଡ଼ା 
" mango, mango fruit ", Noun ," ମାର୍କା, ମାର୍କ୍‌ ପାଣ୍ଡୁ "
 mangoes , Noun , ମାର୍କା କାୟା 
 manliness , Noun , ନାରୂରିନ୍‌ ମେଲ୍‌ ତା 
 manna , Noun , ଆସ୍‌ କେ 
 marble , Noun , କାଲ୍‌ କ୍‌ 
 mare , Noun , ଡାଡା ଗୁର୍ରାମ୍‌ 
" marigold flower, camomile ", Noun , ବାନ୍ତି ପୂଙ୍ଗା 
 mark , Noun , ମାର୍ରା 
 market , Noun ," ହାଟ୍‌, ସାନ୍ତା "
 marriage feast of boy and girl , Noun , ପେଲ 
 marriage party , Noun , କୋକୋଣ୍ଡ 
 routine , Noun , ଡୁଟିନ୍ 
 mason , Noun , - 
 massage , Noun , ଆସ୍‌ କିମ୍ 
 master , Noun , କୁମାର 
" car, boat ", Noun ," କାର୍‌, ନାଡ଼୍‌ "
 pisanoṇḍa , Noun , ପିସାନୋଣ୍ଡ 
 mat , Noun , ସାପା 
 match , Noun , ମାଡିଭା 
 matchbox , Noun , ପେଟି 
 matchstick , Noun , ପୁଲା 
 matching , Noun , - 
 matted lock of hair , Noun ," ଜାଟେଲ୍‌, ଜାଡ଼େଲ୍‌ "
" matured, age attend ", Noun , ସ୍ରାଲ୍‌ ଆତା 
 maxim , Noun , ନିୟ୍ୟାମ୍‌ ତ୍‌ 
 me , Noun ," ନାନିନ୍‌, ନାକିଙ୍କ୍‌ "
 means , Noun , ଉପାୟାମ୍‌ 
 measles , Noun ," ମେଡ଼ା ଗାଡ଼ା, ତାଲ୍‌ "
 Mr. , Noun , ପେୟ୍‌ ତ୍‌ 
 measuring glass for rice , Noun , ସୋଲା 
 measuring glass for grain , Noun ," ତାଓାଁ, କାଡ଼୍‌ କ୍‌ "
 meat , Noun ," ଆ ଓ, ଆଙ୍ଗି "
 meat stick , Noun , ଜୂର୍‌ 
 meddler             , Noun                   ," ଆଶ୍‌ ଶାମେ ଆଡ଼ାମ୍‌, ଓାଟାଣୋଣ୍ଡ                 "
 mediator            , Noun                   ," ସାମାଦାନାମ୍‌, ତୁଙ୍ଗାନୋଣ୍ଟ, ବେରୁମାଲ୍‌             "
 medical store       , Noun                   , ମାତ୍‌ ଦୁକାନ୍‌                                          
 medicine bottle     , Noun                   , ସିସା                                                        
 meet                , Noun                   ," କାଇଲି ତାନ୍‌, ୮୮/୮୬                                   "
 meeting             , Noun                   ," ଗଟି ଗୂଡ଼ାନାଦ୍‌, ପାଞ୍ଚି, କୁପ୍‌ ପି, ପାନ୍ଦିର୍‌         "
 member              , Noun                   , ମେମ୍ବାର୍‌                                                
 memory              , Noun                   ," //୧///. ଗୁର୍ତି, ଏର୍‌ କି, ଓାଦାଟାମିଲ୍‌ ଲେ               "
 merchant         , Noun                , କାରାମ୍‌             
 merchant-store   , Noun                , ମାଡ଼ାନୋର୍‌           
 shop             , Noun                , ଦୁକାନ୍‌             
 mercy            , Noun                ," ତା ସାୟାମ୍‌, ଦୟା     "
 merry making     , Noun                ," ସାର୍ଦା, କୁସେଲ୍‌       "
 messenger        , Noun                , ଜୋଡ଼ା କାବୂର୍‌        
 Messiah          , Noun                , ଞୋଦୋନୋର୍‌            
 metals           , Noun                ," ପିଭାଲ୍‌, ଇଲୁମ୍‌, ବାଙ୍ଗାମ୍‌ "
 method           , Noun                ," ଲେକେ, ପରାକାରାମ୍‌    "
 mice             , Noun                , ପର୍‌ କି              
 middle finger    , Noun                , ପାଲ୍‌               
 midnight         , Noun                , ନାଢ୍‌ ଜାଲ୍‌ ନାର୍କା 
 mien             , Noun                , ରୂପାମ୍‌            
 migraine         , Noun                , ଅର୍‌ ଗବା ଲାଗାନାଦ୍‌   
 mike             , Noun                , ମାୟ୍‌ କା             
 milk                , Noun           , ପାଲ୍‌           
 milk teeth          , Noun           , ପାଲ୍‌ ପାଲ୍‌ କ୍‌ 
 milk tooth          , Noun           , ଲେନ୍ତା ପାଲ୍‌ କ୍‌ 
 milky way           , Noun           , ସୁକାର ବିଡ଼ାମ୍‌ 
 mill                , Noun           , ମିଲ୍‌           
 millipede           , Noun           , ତେରେଲ ପେତେ     
 mind                , Noun           ," ବୁଝି, ମାନ୍‌, ଆଲ୍‌ ପ୍‌, ଜୀଓା "
 mine                , Pronoun        , ନାଓାଁକୁ        
 miner               , Noun           ," କାଲ୍‌ କ୍‌ ଡେୱାନ୍‌, କୂଲିନୋର୍‌ "
 minnow              , Noun           , କାଙ୍କା କୀକେ    
 minute              , Noun           , ନିମିସା         
 miracle             , Noun           ," ଉଡ଼ି ସେଦ୍‌ ଞେଦା, ଆଦାନାଦ୍‌, ଦାଦ୍‌, ରେଲାନ, ମେଲ୍‌ ତା ପାଡ଼ିୟ୍‌ "
 mirror              , Noun           , ଆଦାମ୍‌         
 misappropriation    , Noun           ," ବୋଲସଭଦାନାଦ୍‌, ଞୌୋ ଦାନାଦ୍‌, ପିଲ୍‌ ଲା ଡଙ୍କା, ଡକାତା କାର୍‌ ପ"
 mischief , Noun , ଉପ୍‌ ପାନାଦ୍‌ 
 (of children) mischief , Noun , ତୁଙ୍ଗାନାଦ୍‌ 
 misery , Noun , ଗାଇଁ 
 misfortune , Noun , କାରାବ୍‌ ଆଡୁଷ୍ଟାମ୍‌ 
" mishap, accident, casualty ", Noun ," ସାଟ୍‌ କେ ଦେବା, କାଷ୍ଟାମ୍‌, ତିପାଲ୍‌ ତାଗାଲ୍‌, ନାଦ୍‌ "
" mist, haze ", Noun , ମୁଡ଼େମ୍‌ 
 mistake , Noun ," ନେରାମ୍‌, ତାପ୍‌ ପୁ "
 mistress , Noun , ମେଲ୍‌ ତା ନାଟାଡ଼୍‌ 
 mix up (disorder) , Noun , ମନ୍ଦି କାଲ୍‌ ପାନାଦ୍‌ 
 mockery , Noun , କାନାଡ୍ଡା 
 molar tooth , Noun , ଗାୱ୍‌ ଗା ଆତିୟା ପାଲ୍‌ 
 mole              , Noun              ," ଆନା ସୁକା, ଆନାଲ୍‌ "
 moment            , Noun              , ସାମାୟାମ୍‌ 
 Monday            , Noun              , ସୋମ୍‌ ଏାଁରାମ୍‌ 
 money             , Noun              , ଡାବ୍‌ କୁ 
 money paisa       , Noun              , ଡାବ୍‌ ପାଇସା 
 money purse       , Noun              , ମୁନା ସାଞ୍ଚ୍‌ 
 moneylender       , Noun              ," ଡାବ୍‌ କ୍‌ ବାକି, ଭଦାନୋର୍‌ "
 mongoose          , Noun              , ବେଣ୍ଟ୍‌ ଉପେ 
 monitor lizard    , Noun              , ନେଇନଞ୍ଜା 
 monkey            , Noun              , ହୁମ୍‌ 
 monkey chatters   , Noun              , ହୁମ୍‌ 
 monotone          , Noun              ," ସାମାଙ୍ଗ୍‌ ଲେଙ୍‌, ସାମାଙ୍କ୍‌ ଲେ୍‌ "
 month             , Noun              , ନେଲା 
 moon              , Noun              , ନେଲା 
 moon day          , Noun              , ଲେନ୍ତା ନେଲା 
 moonlight night   , Noun              ," ନେଲାଞେନେଲ୍‌ ତ୍‌, ନେଲାଞେନୋଲ୍‌ ତ୍‌ "
 moral             , Noun              , ନିୟାୟାମ୍‌ ତ୍‌ ମାଟା 
 morning           , Noun              ," ସ୍ତେୱ, ନାର୍କ "
 morning star      , Noun              , ସିୟ୍‌ ଭକ୍‌ କାମ୍‌ 
 mortar            , Noun              , ସିମେଣ୍ଟ୍‌ ମାସାଲା 
 mosquito          , Noun              , ନୁଲେ 
 mosquito net      , Noun              , ନୁଲେ ଓଲା 
 moss              , Noun              , ନାସ୍‌  
 mother , Noun ," ୟାଏ, ୟାୟୋ "
" mother in law, aunty ", Noun , ପୟେ 
 mother land , Noun , ବୂମ୍‌ ୟାୟୋ 
 mother's father , Noun , ତାତାଲ୍‌ 
 mother's mother(grandmother) , Noun , କାକ 
" mother's younger sister, stepmother ", Noun , ସିନି ୟାୟୋ 
 mother-in-law , Noun , ପୋୟେ 
 mountain , Noun ," ମେଟା, 6¢1¢! "
 mountain goat , Noun , ଗରେ 
 mountain ranges , Noun ," କାଲିୟି ମାନ୍ଦା, ମେଟ୍ଟା, ମାନ୍ଦାନଦ୍‌ "
 moustache , Noun ," ମିସମ୍‌, ମିଶୋକ୍‌ "
 mucus , Noun , ପାଣୀସେମ୍‌ 
 phlegm , Noun , ପାଣୀସେମ୍‌ 
 mud , Noun , ବୁର୍ଦା 
 mud pot , Noun , ବୁର୍ଦା 
 murmuring , Noun , ଆରାମ୍ଭି ଗୁଆସ 
 muscles , Noun , ମାଂସ 
 meat , Noun , ମାଂସ 
 mushroom , Noun , ଛତ୍ରାନାଳି 
 musical instruments , Noun , ସଙ୍ଗୀତ ଉପକରଣ 
 musk rat , Noun , କଟେଲ୍‌ 
 white rat , Noun , କଟେଲ୍‌ 
 mustard , Noun , ସର୍ସୋ 
 mustard oil , Noun , ସରସ ତେଲ 
" my, mine-singular ", Pronoun , ମୋର 
 myna , Noun , ମାଇନା 
 myself , Pronoun , ଆମେ ସ୍ୱଭାବିକ ରୀତେ 
 mystery , Noun , ରହସ୍ୟ 
 nail , Noun , ମଲେ 
 nail(of hand) , Noun ," ଗୋକ୍‌, ଗୋର୍‌, ଏନ୍‌ ଶ୍‌ "
 name , Noun , ପେଦେର୍‌ 
 naming ceremony , Noun , ପୂରୁକ୍‌ 
 nape , Noun ," ଚେମ୍ପା, ପିଟ୍‌ ଗୁତୁମ୍‌ "
 narrow place of stem of tree(houses) , Noun , ସାରା 
" narrowness winding lane,alley,nook ", Noun , ପାଇନ୍ଦ୍‌ 
 native spade , Noun , କୋଦାଳ 
 nature , Noun , ମାବ୍‌ ନୁ ବୂମ୍‌ 
" nausea, retching ", Noun ," ତେମ୍ା, ଓାଟାନାଦ୍‌ "
 navel , Noun , ବହୁ 
 navy , Noun , ନୋର୍‌ କ୍‌ 
 naxals , Noun ," ଆନାଲୋର, ଗୁପ୍‌, ପାଲୋର୍‌, ନାର୍କାଟ୍ଟୋର୍‌ "
 neat , Noun , ସାୟା ମାନ୍ଦାନାଦ୍ 
 neck , Noun , ଡେଡେର୍ କୁତ୍ କି 
 necklace , Noun , ନେଙ୍କ 
 needle , Noun , ସୁଦ୍ 
 neem tree , Noun , ମାରା 
 neighbour , Noun , ଲୋତା ଗାରେତଣ୍ତ 
 nephew , Noun , ଏଣ୍ତଡା ମାର୍ 
 nepotism , Noun ," କୋରାନାଦ୍‌, ନେଚାନାଦ୍ "
 nerve , Noun , ନାର୍ସ କ୍ 
 nervous debility , Noun , ନାର୍‌ ସ୍ କ୍ ତେଡ଼ାନ୍ ରୋଗାମ୍‌ 
 nest , Noun , ତୁପା 
 net , Noun , ଆଲୁ 
 new-comer    , Noun           ," କତାଙ୍ଗ୍‌ ,ପୂନା ଓାଦାନୋର୍‌ "
 new shirt    , Noun           , ମେନ୍ତା କୁସାମ୍‌         
 news         , Noun           , କାବୁର୍‌           
 day after tomorrow , Noun     , ପିର୍ନେଟ୍‌ କ୍‌ 
 niche        , Noun           , ଦୀପେମ୍‌ ଡିୱ୍‌ ରି ବୀଡ଼ା 
 niece        , Noun           , ଏଣ୍ଡ ମାୟାଡ଼୍‌       
 niggard      , Noun           , ପିନୁଂସିଲ୍‌        
 niggardliness , Noun           ," ସୁଲ୍‌,ଇର୍‌ ରେଲ୍‌ "
 night        , Noun           , ନାର୍କା           
 night flowering jasmine , Noun ," ଗାର୍‌ ମାଡ଼ା, ପଦାଲା "
 night pollution , Noun       , କାରାପ୍‌ କାଲାଦ୍‌     
 nightingale  , Noun           , ସିତାଡ଼୍‌ ପିଟେ     
 nightmare    , Noun           , କାରାବ୍‌ କାଲ୍‌ ଓରାମ୍‌ 
 nipple , Noun , ପଟ୍‌ 
 leaf stalk , Noun ,  
 tattume(much 69) , Noun , ତତୁ ମେ(ମୁଚ୍‌ ଚେ) 
 no cover , Noun ,  
 no motion , Noun , ପେଲାଟାମ୍‌ ଇଲେ 
 constipation , Noun ,  
 no one in the house , Noun ," ସିମୁନ୍‌, ମିନ୍ଦେ "
 no sense , Noun ," ନଦିଲେ, ନୟ୍‌, ୟୋ, ନପ୍‌ ମାନୋ "
 NO sour , Noun , ପୁଲିଲେ 
" oar, paddle ", Noun , ଓଡ଼ା ଟେଡ୍‌ ବାଲା 
 non vegetarian , Noun , କ୍ଲ 
 non-co-operation , Noun , କାଲିୟ୍‌ କଟ୍‌ ଞରାନାଦ୍‌ 
 noon , Noun , ମାଦ୍‌ ନାମ୍‌ 
 nose , Noun ," ମସର, ମୋସରି "
 nosering , Noun , ମସର୍‌ ମୁଦା କାମ୍ମେ 
 nostrils , Noun , ମସେର୍‌ - ନେଶ୍‌ କାଡ୍‌ ତ୍‌ ପଡ଼ିୟ୍‌ 
 not , Noun ," ଆୟ୍ୟୋ, ଇଲ୍‌ ଲେ "
 not clear(water)impure , Noun , କାଲ ସ୍‌ 
 object , Noun ," ଆଲ୍‌, ଆର୍ଦାମ୍‌, ମାଟା "
 obscenity , Noun ," ଆଡୁଗୋଲ୍‌, କାସି "
 road , Noun , ସଡକ 
 note paper , Noun , ନୋଟ କାଗଜ 
 known-innocent , Noun , ବିନା ଜ୍ଞାତ 
 notice , Noun , ଲେଖ 
 novelty , Noun , ନୂଆକଲାପ 
 nursery , Noun , ନର୍ସେରୀ 
 observation , Noun , ମନ୍ଦିର 
 obstacle , Noun ," କେଞ୍ଜାନାଦ୍‌, ଆଡାମ୍‌ "
 obstinacy , Noun , ଆଡାମ୍‌ 
 occurrence , Noun ," ମାଟା, ଓିଷାୟାମ୍‌, ଆଦାନାଦ୍‌ "
 offence , Noun ," ନେରାମ୍‌, ତାପ୍‌ ପୁ "
 offer , Noun , ୮୪/୮୨. ଅପିଦାନାଦ୍‌ 
 offering , Noun ," ଚାନ୍ଦା, ଭଦାନାଦ୍ଧ ହଣ, ଅର୍ପିତ ଦାନ ବା "
 oil , Noun ," ନିୟ୍‌, ସା "
 oil used for grey-hair , Noun ," କେଲ୍‌ କ୍‌ ଜୂରା ନ୍‌, କାରି ଆଦାନ୍‌ ନିୟ୍‌ "
" oil, ghee ", Noun , ପାଲ୍‌ ନିୟ୍‌ 
 ointment , Noun , ରାସାନାଙ୍କ୍‌ ମାତ୍‌ 
 old age , Noun , ମୁନ୍ନେଟ୍‌ କାଲାମ୍‌ 
 old friend , Noun , ମୁନ୍ରେଟ୍‌ ଯାଭା 
 old man , Noun , ମୁୟ୍‌ ତୋଣ୍ଡ 
 old woman , Noun , ମୁକାଦ୍‌ 
 one another , Pronoun ," ଅସାଙ୍ଗତେ, କିଙ୍କ୍‌, ଆପନମେଁ "
 one day , Noun ," ଅକ୍‌ କା ଦିନାମ୍‌, ରୋଜୁ "
 one fourths , Noun , ନାଲୁ ମୁକା 
 one place , Noun , ଓରପେ 
 one rupee , Noun , ରୁପାଇ 
 one side head pain , Noun , ଅର୍‌ ଗୋବା 
 one who possessed by a spirit , Noun ," ସାଲାମ୍‌ ଉଡାନର୍‌, ଏଁଲାମ୍‌ ଉଡାନର୍‌ "
 Onion           , Noun           ," ଭଲ୍‌ ଲି, ଉଲ୍‌ ପାୟା"
 Son             , Noun           , ଅରୋଣେେ 
 Operation       , Noun           , ରୋଗାମ୍‌ ସାୟା 
 Opinion         , Noun           , ଓସରେ ଞେରେ ମାଟା 
 Optimist        , Noun           , ଆଶା ମାଡ଼ାନୋଣ୍ତ 
 Orange          , Noun           , ଦେବା କାୟା 
 Orange tree     , Noun           , ଦେବାମାରା 
" organs,senses ", Noun           ," କଣ୍ଡା, ମୋସୋମ୍‌, ନାଲ୍‌ କା, ତଲ୍‌ କା "
 ornaments    , Noun            ," ସିଂରାମ୍‌, ବାଙ୍ଗାମ୍‌, ନାଗା ଦେ ସୋକ୍‌ ମାଡ଼ାନାଦ୍‌ "
 orphans      , Noun            ," ପରିୟି ପିଲ୍ଲା, ପର୍ମା ପିଲ୍ଲା "
 other        , Pronoun         ," ମାଲ୍‌ ଅର୍ତ୍ଣଣ୍ଟ, ମେଣ୍ଡୋର୍ତୁଣ୍ଡ, ଞ୍େର୍‌ "
 otorrhoea    , Noun            , କେୱ୍‌ କାଡ଼ିୟାନାଦ୍‌ 
 pace         , Noun            , ଆତୂଗୁଲ୍‌                 
 paddy        , Noun            , ପାଞ୍ଜି                  
 paddy field  , Noun            , ଏୟା                      
 paddy seedling , Noun          , ଏନ୍‌                    
 padlock      , Noun            , ବେରିୟା ତାଲାମ୍‌             
 pageant      , Noun            , ସୁକ୍‌ କାମ୍‌ ସେଙ୍ଗେ ଇଷ୍ଟାମ୍‌ ତେ କାର୍ଚ୍‌ ମାଡ଼ାନାଦ୍‌ 
 our          , Pronoun        , ମାନ୍‌‌ 
 our companies, Noun           , ମାନ୍‌‌ 
 our self     , Pronoun        , ଜାଭ୍ତାନର୍‌‌ 
 our selves   , Pronoun        , ମାମେ ଆସ୍‌‌ 
 our          , Pronoun        ," ନିଜେ, ମାନାଡ଼୍‌ "
 our village  , Noun           , ମାନ୍‌ ନାଟେ 
 our          , Pronoun        , ମାନ୍‌ ନାଟେ ନାଟେ 
 outcome      , Noun           ," ପାଣି, ପାଡ଼ିୟ୍‌ ଦିନ୍‌‌ "
 ovary        , Noun           ," ମୁନ୍ନେଟ୍‌ କ୍‌,/ଆୟାମ୍‌ "
 pail         , Noun           ," ଇସ୍ରେ, ଗିନି, ବିନ୍ଦେକୁଣ୍ଡା "
 pain         , Noun           ," ତୀପ୍‌, ନପ୍‌ "
 pain on legs and hands , Noun ," ଆୟ୍‌ କ୍‌ ଟେକ୍‌ କା, ଆଞ୍ଜ୍‌ ତା "
 painted (a kind of) snake , Noun ," ଜେରୁଗୋଡୁ, ଗଡ଼୍‌ "
 pair         , Noun           ," ଜୋଡ଼ା, ଜୋଡ଼, ଜାଭା "
" oven, hearth ", Noun ," ଅଜେଲ୍‌, ଚୁଲ୍ଳୀ "
 headache , Noun , ମସର ପୁଣ୍ତ 
 pairs of bulls ploughs , Noun , ଲାଙ୍କେ 
" over loud, noise ", Noun ," ଗାଟି ଆଦି, ଆଦାନାଦ୍‌ "
 owl bird , Noun , କୁଞ୍ଜୋ ଗୂପ୍‌ ପିଟେ 
 owner , Noun , ଆଦିକାରି 
 ozena , Noun , ମସର ପୁଣ୍ତ 
 pair of bullock , Noun , ଆର୍‌ କା 
 palm , Noun ," ଲାବାକାୟ୍‌, କାଲ୍‌ "
 palm leaf , Noun , ତାଡ଼ ମେଟା 
 palm root      , Noun           , ଏଡ଼ଙ୍ଗା ମାଟି        
 palm tree      , Noun           , ତାଡ଼ା ମାଡ଼ା        
 palm-branch    , Noun           , ତାଡ଼ ବାଲ୍‌ ଗା      
 palmyra leaf   , Noun           ," ପଦାଲା, ରୋଟା        "
 pan            , Noun           , ଏତ୍‌              
 pandal         , Noun           , କୁପି-ପାନ୍ଦିଲ୍‌      
 pant           , Noun           , ଛେଡ୍‌ ଡି           
 panties        , Noun           , ଡାୟାର୍‌           
 pantry         , Noun           ," ସାମାନ୍‌, ଗାତ୍‌        "
 papaya         , Noun           , ବପଡ଼             
 papaya tree    , Noun           ," ମାଡ଼ା, ବପଡ଼ ମାଡ଼ା "
 paper          , Noun           ," କାଗୋଜ୍‌, ସିଟାକ୍‌      "
 parable        , Noun           , ମେଲ୍‌ ତା ମାଟ୍‌ ଟା ତ୍‌ 
 paradise       , Noun           ," ଶବାଗାଁମ୍‌, ସୁକ୍‌ କାମ୍‌, ଦର୍କାନ୍‌ ପଡ଼ିୟ୍‌ "
 paralysis      , Noun           ," ରୋଗାମ୍‌, ଓାୟ୍‌        "
 paralytic      , Noun           ," କାୟ-କାଲ୍‌ କ୍‌, ରୋଗାମ୍‌ "
 paralyzed man  , Noun           ," କାୟ୍‌ କାଲ୍‌, ମେଦୁଲୋ ଦୃକ୍କାତୋନ୍‌ "
 parbal vegetables , Noun        , ପଟ୍ଲା            
 pardon         , Noun           , ତାପ୍‌ ଓତୁସିଦାନାଦ୍‌     
 parents        , Noun           ," ତାଲ୍‌ ଲୁଡ୍‌, ତାପ୍‌  "
 parrot , Noun , ପିଟେ 
 parson , Noun , ପୂଜେର୍‌ 
 part by part , Noun , ମୁକ୍‌ କା ମୁକ୍‌ କା 
 partiality , Noun , ମାନ୍ଦାନାଦ୍‌ 
 partition , Noun , ବାଗାମ୍‌ ତୁ ସାର୍‌ 
 partridge , Noun , କାଞ୍ଜାପିଟେ 
 parts of leg , Noun , ଟିକ୍‌ କାଲ୍‌ (ଡେକା) 
 passer-by , Noun , ସେରରଭଣୁ 
 passion , Noun , ସ୍ପନ୍ଦନା 
 pastor , Noun , ଗୁଡ଼ିୟ୍‌ ଦା ପ୍ରାର୍ତାନା 
 Gaia , Noun , ତୋପ୍‌ ପିଶାନ୍‌ 
" path,way ", Noun , ଆର୍‌ 
 patriot , Noun , ଦେସାମ୍‌ ମାୟ୍‌ ଦିଙ୍କ୍‌ 
 love , Noun , ପ୍ରେମା ମାଡ଼ାନୋନ୍‌ 
 patronize , Noun , ସାୟାମ୍‌ 
 pea , Noun , ସେଲୁ ଘା 
 peace , Noun , ସୁକାମ୍‌ 
 peacock , Noun , ପୋତ୍‌ ମାଲ୍‌ 
 peacock's feather , Noun , ପୂରି 
 peahen , Noun , ଡାଡା ମାଲ୍‌ 
 pearl , Noun ,  
 peel , Noun , ପୁଛାନାଦ୍‌ 
" peel,husk ", Noun ," ତଲ୍‌ କା ,ଟୋଟେ "
 pen , Noun , ପେନ୍‌ 
 pendant , Noun , ଜୋଡ଼କ୍‌ 
" ମାନ୍ଦାନାଦ୍‌,ସୁକ୍‌ କାମ୍‌ ", Noun , 
 physician , Noun , ଡାକ୍‌ ଟାର୍‌ 
 pickaxe , Noun , ପିକ୍‌ କାସ୍‌ 
 pickpocket , Noun ," ଡଙ୍ଗାନୋର୍‌, ଡଙ୍ଗାଲ୍‌, କାନି "
 picture , Noun ," ଚିତ୍ରାମ୍‌ ,ପଟ୍‌ "
 piece of bamboo , Noun , ଗୋଣ୍ଟାମ୍‌ 
 piece of flesh , Noun ," କାଣ୍ଡା କାଣ୍ଡା, ତିତା, ତୁଙ୍କା, ତୀଭା "
 piece of paper , Noun ," ସୀଟାକ୍‌, ସୀଟ୍‌ ମୁକ୍‌ କା "
 piety , Noun , ମେଲ୍‌ ତା ବୁଦ୍ଦି 
 pig grunts , Noun ," ପାଦି ଢୁର୍କ ଢୁର୍କ, କେୟାନ"
 piles , Noun , କା 
 pilgrim , Noun , ବାଗାୱାନ୍‌ 
 pill , Noun , ମାତ୍‌ 
 pillar , Noun , ତାମ୍‌ ଗୁଞ୍ଜୋ 
 pillow , Noun , ଗାଡ଼୍‌ 
" pillowcase,bag ", Noun , ତାଲ୍‌ ପା 
 pimples , Noun , ମଟ୍‌ ମେ 
 pin , Noun , ଗେ 
 pineapple , Noun , ସପୁରି 
 pirate , Noun , ଏର୍‌ ତା ମାନ୍ଦାନ୍‌ ଡଙ୍ଗା 
" pit, a cavity ", Noun , ଦା 
 pitch darkness , Noun , ସିକାଡ଼ ଆତା 
 pitcher , Noun , କୁଣ୍ଡା 
" pity, kindness ", Noun , ଜୀୱାମ୍‌ 
 place between the hands , Noun , ସ୍ତୋଦାନାଦ୍‌ 
 place for feast , Noun , ପାନ୍ଦୁଲ୍‌ 
 place for palm stone , Noun , ଦିବା 
 placenta , Noun , ପୁଙ୍ଗା 
 plaintive , Noun , ଦୁକାମ୍‌ 
 plaiting of hair , Noun ," ଜାଡା, ଜାଟେଲ୍‌ "
 plan , Noun , ଉପାୟାମ୍‌ 
 plane , Noun ," ମଲେ, ତୁଞେମ୍‌ "
 planet , Noun , କାକ୍‌ 
 plantain , Noun , ମାଡ଼ା 
 plants , Noun , ଏଟୁ 
 plate , Noun ," ପ୍ଲେଟ୍‌, ଗିନ୍ନା ଗିନି "
 playmate , Noun , କାର୍ସାନ୍‌ ଜାଭା 
 plough , Noun , ଉତୁଦାନାଦ୍‌ 
 plunderer , Noun , ବେଦିରିସି ଲାଗି 
 pneumonia , Noun ," ନେଲା ତା ମାନ୍ତାନ୍‌, ଡାଗ୍‌ ରୋଗାମ୍‌ "
 poison , Noun , ସିଷାମ୍‌ 
 police , Noun , ପୋଲିଶିର୍‌ 
 pollen , Noun , ପ୍ରଙ୍ଗାର୍‌ ଗୁହ୍ଛେଲ୍‌ 
 pond heron , Noun , ଗୁଣ୍ଟିକଙ୍ଗା 
 pool , Noun , କୁଟା 
 popularity , Noun ," ନାରୂର୍‌ ନାତୃମେ, ମେଲ୍‌ ତା ଆଦାନାଦ୍‌ "
 population , Noun , ମତାମ୍‌ ଜାନାମ୍‌ 
 porcupine , Noun , ଅୟ୍‌ 
 porridge , Noun , ଗେଞ୍ଜିଜାୱ୍‌ 
 porter , Noun ," ବାର୍‌ ଓ୍‌ ସୋସି, ମୋସି "
 post man , Noun , କାବୁର୍‌ ତ୍‌ ସିଟି 
 post office , Noun , ଚିଟିନ୍‌ ଲୋନ୍‌ 
 pot-belly , Noun ," ଡ଼କାତଣ୍ଟ, ଡକାମିନ୍ଦଣ୍ତ, ଡଙ୍କାଲ୍‌ "
 pot vessels , Noun ," ମୁନ୍ତା, ଛୋଟ ମାଟି "
 potato , Noun ," ବାଙ୍ଗାଲ ଦୁମ୍ା, ଆଲୁ "
 potency , Noun , ସାତ୍‌ ଓାଁମ୍‌ 
 potter , Noun , କୁମାଲ୍‌ 
 pounding rice , Noun , ନୁକ୍‌ 
 poverty , Noun , ଇଲ୍‌ ଞୋର୍‌ 
 powder , Noun , ମାଟି 
 power , Noun ," ସାତ୍‌, ଓାମ୍‌, ଆଦିକାରାମ୍ବାକ୍‌ ତି "
 practice , Noun , ଆଲ୍‌ ଓଟ୍‌ 
 praise , Noun , ମେଲ୍‌ ତା ମାଡ଼ାନାଦ୍‌ 
 prawn , Noun ," ରେୟା, ରେୟେ "
 prayer , Noun ," ପ୍ରାର୍ତାନା ମାଡ଼ା, ତୁଙ୍ଗା "
 precede , Noun , ମୁନ୍ନେ ମାନ୍ଦାନାଦ୍‌ 
 precedent , Noun , ମୁନ୍ନେଟ୍‌ କାଲାମ୍‌ ତ୍‌ 
 previous day , Noun , ମୁନେଟ୍‌ ରୋଜ୍‌ 
 price , Noun , ମୋଲା 
 prickly heat , Noun , ଉର୍ବ ଗାଜ୍‌ 
 pride , Noun , କୁୱାମ୍‌ 
 prince , Noun , ମାର୍‌ 
 princess , Noun , ରାଣି 
 principal , Noun , ସ୍‌ କାଲେଜ୍‌ 
 prison , Noun , ଜେୟିଲ୍‌ 
 prisoner , Noun , ଜେୟିଲ୍‌ ମାନ୍ଦାନୋଣ୍ଡ 
 prisoner of war , Noun , ଗାୟ୍‌ ତ୍‌ 
