English Word,Part of Speech,Odia Translation
 thick        , Adjective      ," ମିନ୍ଦେ, ଦାବ୍‌ଡ଼ି, ARIG "
" thickest forest, tallest trees ", Noun ," ଟୁଟ୍‌ କ୍‌ ପୟ୍‌ ଶି, Ace "
 thicket plant , Noun           , ରୋଟା           
 thickness    , Noun           ," ଲାଏ, ମୋଟା      "
" thief, thieves ", Noun         ," ଡଙ୍ଗାଲ୍‌, ଡଙ୍ଗାଲୋର୍‌ "
 thigh        , Noun           ," କୁର୍କ୍‌, ଆୱ୍‌, ତଡା, GCI, QQ, AQ "
 thin         , Adjective      ," ସାନାଙ୍ଗ୍‌ ପାଲ୍‌, ସାଙ୍ଗ "
 things       , Noun           , ସାମାନ୍‌        
 think        , Verb           , ଆଲ୍‌ ସାନାଦ୍‌    
,,
 thirdly , Adjective , JAR 
 thirst , Noun , ଗୁଣି (GUNI) 
 accordingly , Adverb ," ଆଶାମିନ୍ଦେ, ଏର୍ (ASHAMINDE, ER) "
 thirteen , Adjective , AIGA 
 thirty , Adjective , ମୁପେୟ୍ (MUPEY) 
 this , Adjective , ଇଦୁ (IDU) 
 this day , Adverb , ଭ ରୋଜ୍ (BHA ROJ) 
 this is ours , Adjective , ଏ ମାନ୍ (E MAN) 
 this month , Adverb ," ଭ ଚେରି, ଇମହ୍ (BHA CHERI, IMOH) "
 this much , Adjective , ଇଚୋଟ (ICHOṬ) 
 this time , Pronoun ," ଭ ଦାମ୍, ଇ ସୁଟ୍, ଇନ୍ ଜେ (BHA DAM, I SUT, IN JE) "
 thorn , Noun , କୟେ (KAYE) 
 thorn plant , Noun , କୟେନ୍ ମାରା (KAYEN MARA) 
 thorn to pierce , Verb , ଇଙ୍ଗେ (INGE) 
 those , Demonstrative , ଆଞେ (ANE) 
" though,although ", Subordinating connective , ଆଲେ ଆତ୍ କେ ବା (ALE AT KE BA) 
 thought , Noun , ଆଲ୍ ପ୍ ମାଟା (ALO P MAṬA) 
 thoughtfulness , Noun , ଆଲ୍ ପିନେ ମାନ୍ଦାନାଦ୍ (ALO PINE MANDANAD) 
 thousand rupees , Noun , ସେୟ୍ ଗଲ (SEY GAL) 
 thrash , Transitive verb , ଏଘା (EGHA) 
 thread , Noun , ନୂଲ୍ (NUL) 
 threatening , Verb , ବେଦିରିସାନାଦ୍ (BEDIRISANAD) 
 three , Numeral , ତିନି (TINI) 
 three males , Numeral , ମୂଞିର୍ (MUNIR) 
 thresh as (break)tamarind or grains , Verb , ତାଲ୍ ସାନାଦ୍ (TAL SANAḌA) 
 threshing , Verb , ଏରସକାନାଦ୍ (ERASAKANAD) 
 threshing by foot   , Noun   , ଓଇଲେ   
 threshing ground   , Noun   , କାଲାମ୍‌   
 threshold   , Noun   ," ଆର୍ଦା ଗୁମାମ୍‌, ଚିନ୍‌   "
 throat   , Noun   ," ଗନୁକୁ, ଗୁଢୁଙ୍କ, ବୋଣ୍‌   "
 thrice   , Adverb   , ଚୁଟ୍କେ   
 throne-pierce   , Noun   ," କୟ୍‌, ଗିତାନାଦ୍‌   "
 through   , Preposition   ," ସାଙ୍ଗେ, ଟୋଣ୍ଡେ, ତେ   "
 throughout the day   , Adverb   ," ଆର୍‌ ଏ ଆର୍‌, ସାର୍‌ରେ   "
 throw away   , Verb   ," ପାଦେ ଦାନାଦ୍‌, ଏଚା ନାଦ୍‌   "
 throw yourself down   , Verb   , ନେଲ୍‌ ଲାଗୁଁଡ଼ା   
 throwing stone   , Verb   , ପାଦେଘିଂ ପାସ୍‌ କି କାଲ୍‌   
 thumb finger   , Noun   , ମଟ ଓାଡ଼୍ଞା   
 thunder   , Noun   ," ଇଢ଼ିତା, ଗୁଣ୍ଞି ଭା   "
 thunderbolt   , Noun   , ପିଡ଼ିଗୀ ରାଲ୍‌ ତା   
 Thursday   , Noun   ," ଗୁରୁ ୱାରାମ୍‌, ଲାଛି ୱାରାମ୍‌   "
 thus   , Adverb   ," ଆଲେକେ, ସେଙ୍ଗେ   "
 tick (hens)   , Noun   , କୋର୍‌ ପୋର୍ କ୍‌ କି   
 tick (on)   , Noun   ," ଉତୁମ୍‌, ଏସ୍ାଡ଼ା   "
 ticket money   , Noun   , ବଡ଼ା ପାଇସା   
 ticklish   , Verb   , ଗୁପାଲ୍‌ ଭା ପାଲ୍‌   
 tie   , Verb   , ତତାନାଦ୍‌   
,,
 tie with rope        , Noun           ," ତାଡତୁମ୍‌ ତେ, ତତାନାଦ୍‌ "
 tiger                , Noun           ," ସେଙ୍ଗ ସାଲାମ୍‌, ଓେଙଇ୍‌ ଓାଲାମ୍‌ "
 tight                , Adjective      , ଟେଙ୍ଗ୍‌ ମିନ୍ଦେ 
 tiles                , Noun           , ପେଙକ୍‌ 
 tiles house          , Noun           , GIR ଲୋନ୍‌ 
 till                 , Connective     ," ବେଚ଼ଟ୍‌ AR, 6B@OQ GI "
 tillage              , Noun           ," ବୂମ୍‌ @E, ବୂମ୍‌ AY ତାନାଦ୍‌ "
" tilt,slant           ", Verb           , ଅଡ଼ସ୍‌ ଆସମିନ୍ଦାନ୍‌ 
 time and again       , Adverb         ," ଏକ୍‌, ସୋୟ୍‌, ଏକ୍‌ କା "
" time, season         ", Transitive verb, କାଲାମ୍‌ ସାମାୟାମ୍‌ 
 timid                , Adjective      ," କଞ୍ାଲ୍‌, ସେର୍ଦାନୋଣ୍ଡ, IQ AB "
 tincture             , Noun           , ରାଲ୍‌ ତାସୁଙ୍କ୍‌ ନେଉୂର୍‌ 
 tiny parts           , Adjective      , QAIR 
 tip                  , Noun           ," ଭଜେ, ଉଜେ "
 tip of the tongue    , Noun           ," କଣ୍ଡା ନାଲ୍‌, କଣ୍ଡା ନାଲ୍‌ କ୍‌ "
 tired                , Adjective      , UlQ 
 tired of saying      , Adverb         ," କେସ୍‌, କେସ୍‌ ଓଡ଼ି, ଆୟ୍‌ ଞି "
 tissue               , Noun           ," ମେନ୍ଦୁଲ୍‌ ତା ତଲ୍‌ କା, ଆଡୁ ଗେ ମାନ୍ଦାନାଦ୍‌ "
 10                   , Preposition    , କିଙ୍କ୍‌ 
 to boil              , Transitive verb," ଓେଚ଼ାନାଦ୍‌, କାଚ଼ାନାଦ୍‌, କେୟ୍‌ ପିଚାନାଦ୍‌ "
 to cause to cry      , Transitive verb, କେୟ୍‌ ପଚାନାଦ୍‌ 
 to fall down senseless, Verb         ," ସାମ୍‌ କ୍‌ ଆସ୍‌, ରାଲାନାଦ୍‌ "
" to anoint, to clean with hand ", Transitive verb , ଓକାନାଦ୍‌ 
 to ask , Transitive verb , ତାଲ୍‌ 
" ପା, ତାଲ୍‌ କାନାଦ୍‌ ", , 
 to bark , Transitive verb , ମାରା ତ୍‌ 
 ଟଟ୍‌ ଅଡ଼୍‌ ଙ୍ଗାନାଦ୍‌ ନେୟ୍‌ , , ଟଟ୍‌ ଅଡ଼୍‌ ଙ୍ଗାନାଦ୍‌ ନେୟ୍‌ 
 ବୁଚ଼ାନାଦ୍‌ , , ବୁଚ଼ାନାଦ୍‌ 
 to be available , Intransitive verb , ଦର୍କାନାଦ୍‌ 
 to be boiled , Intransitive verb , କାପାନାଦ୍‌ 
 to be born , Intransitive verb , ପୁଟାନାଦ୍‌ 
 to be broken , Verb ," ଓନା ଞ୍ପର୍ଗାନାଦ୍‌, ଏତୁକ୍‌ ଞର୍ଗାନାଦ୍‌ "
 to be broken as pot , Intransitive verb ," ଓରିତ୍‌, ଓର୍ତାନାଦ୍‌ "
 to be broken as Tope , Intransitive verb , ତେଗାନାଦ୍‌ 
 to be charred , Intransitive verb , ଆନ୍ଦାନାଦ୍‌ 
 to be cooked , Intransitive verb , େଦାନାଦ୍‌ 
 to be extinguished-fire , Verb , AGIA 
 to be fierce of sun's heat , Intransitive verb , ଏଦ୍‌ ତେର୍ତାନାଦ୍‌ 
 to be filled , Intransitive verb , ନିଣ୍ଡି ସିନାଦ୍‌ 
 to be 1160 , Transitive verb , ସାତାନାଦ୍‌ AG ସାନାଦ୍‌ 
 to be known = , Transitive verb ," ତେଲିୟାନାଦ୍‌, ପୁନ୍ଦାନାଦ୍‌ "
" to be loosened, untied ", Intransitive verb , ଲେଙ୍ଗାନାଦ୍‌ 
" to be lost, to be healed ", Intransitive verb , ମାୟାନାଦ୍‌ 
 to be not , Intransitive verb , AEM 
 to be over boiled , Intransitive verb , ଗାଟି ଞଡେଡ଼ 
 to be removed      , Intransitive verb ," କୁସାମ୍‌, କୁଶ୍‌ ପାନାଦ୍‌ "
 to be seen  , Intransitive verb  ,  ତୋପାନାଦ୍‌ 
 to be shy , Intransitive verb , ଆଦାନାଦ୍‌ 
 to be stopped(rain)(fever) , Intransitive verb ," ଏନା ଗାନାଦ୍‌, ଏଢୁକୁ ଞର୍ଗାନାଦ୍‌ "
 to be sufficient , Intransitive verb ," ଆତା, ସୁମାର୍ ଆଦାନାଦ୍‌ "
 to be suitable proper , Intransitive verb ," ଆତ୍ତା, ସାମାଙ୍ଗ ale "
 to be thirsty , Intransitive verb , 1AQ 6A 
 to be torn , Intransitive verb , ଭଙ୍ଗାନାଦ୍‌ 
 to be up-side down , Intransitive verb , କାପ୍ ମୁ କ୍ ତାନାଦ୍‌ 
" to be,stay ", Intransitive verb , ମାନ୍ଦାନାଦ୍‌ 
 to bear load , Transitive verb , କାନ୍ ଜାନାଦ୍‌ 
 to beat , Verb , ସାନାଦ୍‌ 
 to become , Intransitive verb , ଆଦାନାଦ୍‌ 
 to become cool , Intransitive verb , ଆନ୍ଦାନାଦ୍‌ 
 to become dry , Intransitive verb , ଏାତିଆ ନ୍ଦାନାଦ୍‌ 
 to become mature , Intransitive verb , ମୁୟ୍ ସି ଆନ୍ଦାନାଦ୍‌ 
 to become ready , Intransitive verb , ତେୟାର୍ ଆନ୍ଦାନାଦ୍‌ 
 a            , Adjective&Article , ଅରୋଟ୍‌ 
 accordingly , Adverb , ଆଦିଙ୍କ୍‌ ଲେକେ 
 to become ripe , Intransitive verb , ପାଣ୍ଠି ଆନ୍ଦାନାଦ୍‌ 
 to begin to do something , Intransitive verb , ମଦଲିସିନାଦ୍‌ 
 to bend , Intransitive verb , ଚ଼ାନାଦ୍‌ / ଏନ୍‌ 
 to bite , Transitive verb , କାଛାନାଦ୍‌ 
 to bloom flower , Intransitive verb , ପୂଙ୍କାର୍‌ ଯାତାନାଦ୍‌ 
 to blow the nose , Transitive verb , ସିମୁର୍‌ ସିନ୍ଦା 
 to book ticket , Transitive verb , ଟିକେଟ୍‌ କୟ୍‌ ତାନାଦ୍‌ 
 to bow , Transitive verb , ମଡ଼କାନାଦ୍‌ 
 to break as arope , Transitive verb , ଦେତାନାଦ୍‌ 
 to break(coconut) , Transitive verb , ପାତାନାଦ୍‌ 
 to break(door) , Transitive verb , ଏଲ୍‌ 
 to bring , Transitive verb ," ଗିଆଇ, ଗିଗିଗିକ୍‌ "
 to build house wall , Transitive verb , ଲୋନ୍‌ ତେତାନାଦ୍‌ 
 to build road , Transitive verb , ରୋଡ଼୍‌ ତଚାନାଦ୍‌ 
 to bury , Transitive verb , ମିଚାନାଦ୍‌ 
 to call , Transitive verb , କାର୍‌ଙ୍ଗିତା 
 to carry child , Transitive verb ," ଏଭି, ଡୋଦାନାଦ୍‌ "
 to carry weight , Transitive verb , ମୋସାନାଦ୍‌ 
" to catch,to hold ", Transitive verb ," ପଇମ୍‌, ପୟ୍‌ ତାନାଦ୍‌, ଆ, ଆଆ ତାନାଦ୍‌ "
 to cause , Transitive verb ," ଏଡ଼ପିସା ନାଦ୍‌, ଏର୍‌ ଆଇ ତିନ୍‌ "
 to cause to bathe , Transitive verb ," ଏଡ଼ପିସା ନାଦ୍‌, ଏର୍‌ ଆଇ ତିନ୍‌ "
 IQ           , Noun           , ମିଦାନାଦ୍‌            
 to bite      , Transitive Verb  , ପୃନ୍ଦିସାନାଦ୍‌          
 to bow       , Transitive Verb  , କାପିସାନାଦ୍‌          
 to bring     , Transitive Verb  , ମୋଡ଼କିସାନାଦ୍‌         
 to burn      , Transitive Verb  , ତେପିସାନାଦ୍‌           
 to climb     , Transitive Verb  , ପଡ଼ସୀଦାନାଦ୍‌         
 to cross     , Transitive Verb  , ପାନାଦ୍‌            
 to crush     , Transitive Verb  , ଡାଣ୍ିସାନାଦ୍‌         
 to cry       , Transitive Verb  , ଅଗିସାନାଦ୍‌          
 to dance     , Transitive Verb  , କେୟିସାନାଦ୍‌         
 to drink     , Transitive Verb  , ଏନ୍ଦିସାନାଦ୍‌         
 to eat       , Transitive Verb  , ଉପିସାନାଦ୍‌          
 to extinguish fire , Transitive Verb  , ତିପିସାନାଦ୍‌ 
 to fall      , Transitive Verb  , ପିସିଇଦାନାଦ୍‌        
 to get down  , Transitive Verb  , ରାଲପିସାନାଦ୍‌        
" to give, return ", Transitive Verb  , ଡିପିସାନାଦ୍‌ 
 to graze     , Transitive Verb  , ଇପିସିନାଦ୍‌          
 to grow      , Transitive Verb  , ମେଇସାନାଦ୍‌         
,,
 to cause to hide , Transitive verb , ମିଛାନାଦ୍‌ 
 to cause to keep in the sun , Transitive verb ," ଓଡ଼ି ସାନାଦ୍‌, ଓଡ଼ିମ୍‌ "
 to cause to laugh , Transitive verb , କାଞ୍ୁସାନାଦ୍‌ 
 to cause to leave , Transitive verb , ଓଡ଼ି ପିସାନାଦ୍‌ 
 to cause to play , Transitive verb , କାର୍ପିସାନାଦ୍‌ 
 to cause to plough , Transitive verb ," ଉଡିପିସାନାଦ୍‌, ଉଡ଼ତିସାନାଦ୍‌ "
 to cause to pluck , Transitive verb , କୋୟଦିସାନାଦ୍‌ 
 to cause to put out , Transitive verb , ସି ଦାନାଦ୍‌ 
" to cause to put, place ", Transitive verb , ଓାଟିସାନାଦ୍‌ 
 to cause to return , Transitive verb , ଆଦିସାନାଦ୍‌ 
" to cause to rot, spoil ", Transitive verb , କାଡ଼ିୟିସାନାଦ୍‌ 
 to cause to run , Transitive verb , ଇସାନାଦ୍‌ 
" to cause to see, show ", Transitive verb ," ଉଡ଼ିସାନାଦ୍‌, ତୋପିସାନାଦ୍‌ "
 to cause to shave , Transitive verb ," କୋରିଇସାନାଦ୍‌, କୃଶ୍‌କାନାଦ୍‌ "
 to cause to sing , Transitive verb , ପାରିସାନାଦ୍‌ 
 to cause to sit , Transitive verb ," କୁପିସାନାଦ୍‌, କୁଶ୍‌ପିଦାନାଦ୍‌ "
 to cause to smear , Transitive verb , ଉସୀଦାନାଦ୍‌ 
 to cause to sprinkle water , Transitive verb ," ଇଲକୁିସାନାଦ୍, ଶ୍, କାନାଦ୍ "
 to cause to stand , Transitive verb ," ପିସାନାଦ୍, FR "
 to cause to swallow , Transitive verb ," ମିନୁଙିସାନାଦ୍, ନାଲ୍‌ ମାନାଦ୍ "
 to cause to sweep , Transitive verb ," ଏୟ୍‌ ସିଦାନାଦ୍, ଏଇଦିସାନାଦ୍‌, ପାତାନାଦ୍‌ "
 to cause to swing , Transitive verb ," ଉତାନାଦ୍‌, AGIAI "
 to cause to tell , Transitive verb ," ଏପିସାନାଦ୍, ତ୍ରିୟ୍‌, ପିସାନାଦ୍‌ "
 to cause to turn , Transitive verb , ଉଡ଼ିପିସାନାଦ୍‌ 
 to cause to wash , Transitive verb , ନର୍ଦିସାନାଦ୍‌ 
 to cause to wash clothes , Transitive verb , ଉକିସାନାଦ୍‌ 
 to cause to wear , Transitive verb , କେର୍ପିସାନାଦ୍‌ 
 to cause to weave , Transitive verb , ଆଲ୍‌ NAIR 
 to cause to win , Transitive verb , ଗେଲ୍‌ AAA 
 to chew , Transitive verb , ନାଲ୍‌ ମାନାଦ୍ 
 to chop wood , Verb , କି ପାତାନାଦ୍‌ 
 to clean the rice , Transitive verb , ପାନାଦ୍‌ FQ 
 to climb , Transitive verb , ତାରାନାଦ୍‌ 
 to climb up , Verb ," ତାର୍ରାନାଦ୍‌, AAI "
 to collect , Transitive verb , ପେକାନାଦ୍‌ 
 to comb hair , Transitive verb , N/A 
,,
 verb. , - , - 
 to comb out nits , Transitive verb ," ଦୁସାନାଦ୍‌, ଇଡ଼୍‌ ସାନାଦ୍‌, ପାଡ଼ିୟାମ୍‌ ତେ, ଦୂସାନାଦ୍‌ "
 to come , Intransitive verb , ଏ ଦାନାଦ୍‌ 
" to come out, to start on journey ", Intransitive verb , ପେୟ୍‌ ସି ଆନ୍ଦାନାଦ୍‌ 
 to console , Transitive verb ," ସାମାତ୍‌, ତୁଙ୍ଗାନାଦ୍‌ "
 to cook , Transitive verb ," ଆଟାନାଦ୍‌, ଆଟାନାଦ୍‌, ଦୋଡ଼ା ଆଟାନାଦ୍‌ "
" to cover, to close eyes ", Transitive verb ," ଲୋନ୍‌ ଞେସାନାଦ୍‌, ମୁଚ଼ାନାଦ୍‌ "
 to crawl , Intransitive verb ," ପଲାନାଦ୍‌, ପର୍ଲାନାଦ୍‌ "
 to cross , Transitive verb , ଡାଣ୍ଡାନାଦ୍‌ 
 to crush , Transitive verb ," ଅଗାନାଦ୍‌, ରାକାନାଦ୍‌ "
 to cry , Intransitive verb , କେୟାନାଦ୍‌ 
 to curse , Transitive verb ," ସାଞ୍ମିସାନାଦ୍‌, ନେରାମ୍‌, ମାଡ଼ାନାଦ୍‌ "
" to dawn, early morning ", Intransitive verb ," ପାଲ୍‌ ପାଲ୍‌, ୱ୍ଧୟାନାଦ୍‌ "
" to dawn, open (day break) ", Verb , ବାଙ୍ଗ ଆଦାନାଦ୍‌ 
 to deduct money , Transitive verb , ଡାପ୍‌ କ୍‌ 
 to defeat , Transitive verb ," କୟ୍‌ ତାନାଦ୍‌, ଆର୍ପିସାନାଦ୍‌ "
 to defecate , Intransitive verb , ପେଲାନାଦ୍‌ 
 to die , Intransitive verb , ଡୋଲାନଦ୍‌ 
 to dig , Transitive verb , କାମ୍‌ 
 to dig well , Transitive verb , ଡେଞାନାଦ୍‌ 
 to do , Transitive verb , ତୁଙ୍ଗାନାଦ୍‌ 
 to doze , Intransitive verb , କୁର୍କାନାଦ୍‌ 
 to draw out water , Transitive verb , ଲସ୍‌ କାନାଦ୍‌ 
 to draw water-up , Transitive verb , ତୋରାନାଦ୍‌ 
 to dream , Transitive verb , କାଲାଦ୍‌ 
 to drink , Transitive verb , ଉଣା ନାଦ୍‌ 
 Adposition , N/A , ଭଣ୍ଡାନାଙ୍କ୍‌ 
 to drive , Verb ," ତୋଲା, ନାତୁସ୍‌, ଅୟ୍‌ ମ୍‌ "
 to dry , Transitive verb , ଓଡ଼ା 
 to dry the body , Transitive verb ," ତୁଲ୍‌ ପାନାଦ୍‌, ତୁଲା "
 to eat , Transitive verb , ତିନ୍ଦାନାଦ୍‌ 
 to enter , Transitive verb ," ନିଗାନାଦ୍‌, ନେଙ୍ଗାନାଦ୍‌ "
 to extinguish fire , Transitive verb , କସ୍‌ ପୀତାନାଦ୍‌ 
 to fall , Intransitive verb , ଆମାଇଆ 
" to fear, be afraid ", Intransitive verb ," ଦେର୍‌ ତାନାଦ୍‌, ଞେର୍‌, ଗିଗି "
 to fell down , Intransitive verb ," ମିଭାନାଦ୍‌, ସାଟ୍‌, ମିତାନାଦ୍‌ "
 to fill , Transitive verb , ଫିବିଗିର 
 to fix up a day , Adjective , ରୋଜ୍‌ ତତିକା 
 to fly into a rage , Verb , କୋପାମ୍‌ ଆସ୍‌ ତେଭୋଣ୍ଟ 
 to forget , Transitive verb , ମାରଙ୍ଗାନାଦ୍‌ 
 to frighten   , Transitive verb , ପିସାନାଦ୍‌        
 to fry on the fire , Transitive verb , କିଶ୍‍ ଏରସ୍କାନାଦ୍‌ 
" to fry, grill ", Transitive verb , ଏାତାନାଦ୍‌      
 to gather     , Transitive verb , ଉଡ଼ପାନାଦ୍‌       
 to get down   , Intransitive verb , ନେଲ୍‌ SIA      
 to get up     , Intransitive verb , ତେଦାନାଦ୍‌       
 to get up in the morning , Verb , ସେର୍ଷେକେ ତେଦାନାଦ୍‌ 
 to give       , Transitive verb , ଇଦାନାଦ୍‌        
 to glitter (gold)     , Intransitive verb ," ତିଲ କ୍‌ ତାଲ୍‌ କ୍‌, ଜିକ୍‌ ଜାକ୍‌ "
 to glitter (lightning) , Intransitive verb , ମାବ୍‌ ମେର୍ସାନାଦ୍‌ 
 to go        , Intransitive verb , ଆନ୍ଦାନାଦ୍‌        
 to gore as bull , Transitive verb , ଲୁମାନାଦ୍‌     
 to gore with horns , Transitive verb ," କଟାନାଦ୍‌, କଡ଼୍‌ କ୍‌, କଟ୍ଚିତ୍‌ "
 to graze     , Transitive verb , ମେୟାନାଦ୍‌       
 to grind     , Transitive verb , ନୂରାନାଦ୍‌       
" to grow, big, great ", Intransitive verb , ପେର୍ସାନାଦ୍‌ 
 to hands down , Intransitive verb ," କାୟ୍‌ BE ସ୍‌ ଓାଟାନାଦ୍‌, କାୟ୍‌ ଡିପ୍‌ ପା "
 to hatch eggs , Transitive verb , ବାମ୍‌ କାର୍‌ ଓଲାନାଦ୍‌ 
 to hear      , Transitive verb , କେଞ୍ଜାନାଦ୍‌      
" to hide,keep ", Transitive Verb   ," ଆଣକାନାଦ୍, ମିଞ୍ଜାନାଦ୍‌ "
 to jump , Intransitive Verb , ତାସାନାଦ୍‌ 
 to keep , Transitive Verb , ଓାଟାନାଦ୍‌ 
 to kiss , Transitive Verb , ବୁର୍ରାନାଦ୍‌ 
 to know , Transitive Verb , QAl@l@ 
 to laugh , Intransitive Verb , QQ 
 to leak[water] , Transitive Verb , ସାନାଦ୍‌ 
" to leave, abandon ", Transitive Verb , କାରୋମିନ୍ଦେ 
 to lick , Transitive Verb , ନାକ୍‌ 
" to lie down, sleep ", Intransitive Verb , କାନାଦ୍‌ 
 to lose , Transitive Verb , ମାପାନାଦ୍‌ 
" to make fire, kindle fire ", Transitive Verb , କିସ୍‌ 
 to make something upside-down , Transitive Verb , କାପ୍‌ 
 to make to dry , Transitive Verb , ମୁତ୍ତାନାଦ୍‌ 
 to make to sleep , Transitive Verb , ଆାତିସାନାଦ୍‌ 
 to make wet , Transitive Verb ," ଜିସନାଦ୍‌, ଉନ୍‌ ଶ୍‌ ପାନାଦ୍‌ "
 tome , Pronoun ," ନାକିଙ୍କ୍‌, ନାକ୍‌ କୁ "
" to meet, join ", Transitive Verb , କାଲ୍ୟାନାଦ୍‌ 
 to melt , Verb , କାଡ଼ିଗିଂତ୍‌ 
 to milk , Transitive Verb , ପାଲ୍‌ 
,,
 to mix , Transitive verb , ପୀରାନାଦ୍ 
 to mix hot and cold water , Transitive verb , କାଲପାନାଦ୍ 
 to offer food , Transitive verb , ଏର ମାନ୍ତାନାଦ୍ ସିଜା 
 to open eyes , Transitive verb , ସିଜା ପାଣ୍ଡୁମ୍ ତା ରେତାନାଦ୍ 
 to overflow , Intransitive verb , ପୀମା 
 to pain , Intransitive verb , ଉସୋମନ୍ଦେ ପୋଙ୍ଗାନାଦ୍ 
 to pass away time , Verb , ନଅତା ପାୟାଲ୍ 
 to pass urine , Intransitive verb , ତେରି ଆନ୍ଦାନାଦ୍ 
 to peel , Transitive verb , କାନାଦ୍ 
 to peep , Intransitive verb ," ଶ୍ପା, ମାଡ଼କି "
 to pierce , Verb , ଉଡ଼ା ବାୟ୍‌ ପାନାଦ୍ 
 to pinch , Transitive verb , କଟାନାଦ୍ 
 to pitch the tent , Verb , AIRE ଓଟାନାଦ୍ 
 to play , Intransitive verb ," କାର୍‌, ସାନାଦ୍‌ "
 to plough , Intransitive verb ," ସାନାଦ୍‌, ଉଡ଼ଦାନାଦ୍‌ "
 to pluck , Transitive verb ," ଭଡ଼ଦାନାଦ୍‌, ପୁଙ୍ଗାକୟତାନାଦ୍‌ "
 to pound , Transitive verb ," ଉସ୍‌ ଶା, ଉଛାନାଦ୍‌, ମୁଦୁମ୍‌ ଉସ୍‌ ତା ପେର୍କେ ଞେଡ଼ସାନାଦ୍‌ "
 to pour out water , Transitive verb , ଉଡ଼ା ବାୟ୍‌ ପାନାଦ୍‌ 
 quarrel , Intransitive verb , ପତାନାଦ୍‌ 
 raise , Transitive verb , କିୟାନାଦ୍‌ 
 rear the fowl , Verb , କୋର୍କ୍‌ 
" receive, catch ", Transitive verb ," ଏନ୍ତାନାଦ୍‌, ପୟ୍‌ ତାନାଦ୍‌ "
" remove shoes, clothes, etc. ", Transitive verb , କୁସ୍‌ ପା 
" return, turn back ", Intransitive verb , ସାନାଦ୍‌ 
 ring bell , Transitive verb , ସେନ୍‌ 
 rise from sleep , Verb , ଭଞ୍ଜ 
 rise high up , Verb , ନାର୍ଗେ AG 
 roast , Transitive verb , ପଡ଼ସାନାଦ୍‌ 
 rot , Intransitive verb , କାଡ଼ିଇତା 
 run , Intransitive verb , ମିରାନାଦ୍‌ 
 scold , Transitive verb , ମାୟ୍‌ 
 search , Transitive verb ," ମେକାନାଦ୍‌, ସାମାନାଦ୍‌ "
 see , Transitive verb , ଉଡ଼ାନାଦ୍‌ 
 beautiful , Adjective ," ଉଡ଼ାନୁକ୍‌ ଗାଟି, ଭଡ଼ାନୁଙ୍କ୍‌ ଗାଟି "
 sell , Transitive verb ," ସାମାନାଦ୍‌, ଆମ୍ମାନାଦ୍‌ "
 send , Transitive verb , ଆମ୍ମାନାଦ୍‌ 
 serve food , Transitive verb , ତ୍ତାନାଦ୍‌ 
 verb , Noun ," ତୃସି, ସାର୍‌ ଦି "
 to shave , Transitive verb , କରିୟାନାଦ୍‌ 
 to shift , Transitive verb , ତୁଙ୍ଗାନାଦ୍‌ 
 to show , Transitive verb , ତୋପିଷାନାଦ୍‌ 
 to shower , Transitive verb , ଓନା ଓଦାନାଦ୍‌ 
 to sift , Transitive verb , ଓୀତାନାଦ୍‌ 
 to sing , Transitive verb , ପାରାନାଦ୍‌ 
 to sit , Intransitive verb , କୁଦାନାଦ୍‌ 
 to sleep , Intransitive verb , AR 
 to smear with cow dung , Transitive verb , ସ୍ତୂଳି ଲାଗାନାଦ୍‌ 
 solution , Noun , ଭସାନାଦ୍‌ 
 to smile , Intransitive verb , କାୱ୍‌ ତାନାଦ୍‌ 
 to smoke , Transitive verb , ଉନ୍ଡାନାଦ୍‌ 
 to sneeze , Intransitive verb , ମାନାଦ୍‌ 
 to soak , Transitive verb , ନା ଆତାନାଦ୍‌ 
 to sow , Transitive verb , ଓ ତାନାଦ୍‌ 
 to speak , Transitive verb , ତ୍ରିୟାନାଦ୍‌ 
 to spill water , Transitive verb , ତଢାନାଦ୍‌ 
 to spit , Intransitive verb , ଉଛାନାଦ୍‌ 
 to sprain , Intransitive verb , QR 
 - , - , କ୍ରିଶନାଦ୍‌ 
 to spread , Transitive verb , ସାମ୍ମା ତାରା 
" to spread the bed sheet, mat ", Transitive verb , ସାମ୍ମା ତାରା 
 to sprinkle water , Transitive verb , କ୍ରିଶାନାଦ୍‌ 
 to sprout , Intransitive verb , ମଦୃତାନାଦ୍‌ 
 to stand , Intransitive verb , ତାନାଦ୍‌ 
 to stop , Intransitive verb , ତାନାଦ୍‌ 
 to strike off the name , Verb , ପେଦେର୍‌ ତାନାଦ୍‌ 
 to sweep , Transitive verb , ଏୟ୍‌ ତାନାଦ୍‌ 
 to swell , Intransitive verb , ତାନାଦ୍‌ 
 to swim , Intransitive verb , ତାନାଦ୍‌ 
 to swing a cradle , Transitive verb ," ଉଶି ୟିମ୍‌, ଉଙ୍ଗା, ଉମ୍‌ "
" to take, to buy ", Transitive verb ," ତୀସାନାଦ୍‌, ଆସ୍‌ "
 to take away , Transitive verb , ଡୋଦାନାଦ୍‌ 
 to teach , Transitive verb , ସାନାଦ୍‌ 
 to tell , Verb , କେଲା 
 to them , Pronoun ," ଅରୋଟ୍‌, ଆର "
 to thresh , Transitive verb , ଓନ୍‌ ଜି ୱଚାନାଦ୍‌ 
